texto,emocao
Tenho receio do que vai acontecer.,3
Sinto calafrios só de pensar nisso.,3
Sinto calafrios só de pensar nisso.,3
Sinto calafrios só de pensar nisso.,3
Tenho receio do que vai acontecer.,3
Isso me deixa apavorado.,3
Estou com medo do escuro.,3
Essa situação me assusta.,3
Estou com medo do escuro.,3
Tenho receio do que vai acontecer.,3
Tenho receio do que vai acontecer.,3
Isso me deixa apavorado.,3
Essa situação me assusta.,3
Sinto calafrios só de pensar nisso.,3
Tenho receio do que vai acontecer.,3
Essa situação me assusta.,3
Essa situação me assusta.,3
Essa situação me assusta.,3
Estou com medo do escuro.,3
Essa situação me assusta.,3
Isso me deixa apavorado.,3
Isso me deixa apavorado.,3
Sinto calafrios só de pensar nisso.,3
Estou com medo do escuro.,3
Isso me deixa apavorado.,3
Essa situação me assusta.,3
Isso me deixa apavorado.,3
Sinto calafrios só de pensar nisso.,3
Isso me deixa apavorado.,3
Essa situação me assusta.,3
Essa situação me assusta.,3
Isso me deixa apavorado.,3
Sinto calafrios só de pensar nisso.,3
Tenho receio do que vai acontecer.,3
Sinto calafrios só de pensar nisso.,3
Isso me deixa apavorado.,3
Isso me deixa apavorado.,3
Sinto calafrios só de pensar nisso.,3
Essa situação me assusta.,3
Isso me deixa apavorado.,3
Isso me deixa apavorado.,3
Estou com medo do escuro.,3
Essa situação me assusta.,3
Essa situação me assusta.,3
Isso me deixa apavorado.,3
Isso me deixa apavorado.,3
Estou com medo do escuro.,3
Sinto calafrios só de pensar nisso.,3
Sinto calafrios só de pensar nisso.,3
Sinto calafrios só de pensar nisso.,3
Essa situação me assusta.,3
Sinto calafrios só de pensar nisso.,3
Tenho receio do que vai acontecer.,3
Tenho receio do que vai acontecer.,3
Sinto calafrios só de pensar nisso.,3
Estou com medo do escuro.,3
Essa situação me assusta.,3
Sinto calafrios só de pensar nisso.,3
Estou com medo do escuro.,3
Isso me deixa apavorado.,3
Tenho receio do que vai acontecer.,3
Isso me deixa apavorado.,3
Tenho receio do que vai acontecer.,3
Tenho receio do que vai acontecer.,3
Estou com medo do escuro.,3
Estou com medo do escuro.,3
Essa situação me assusta.,3
Isso me deixa apavorado.,3
Essa situação me assusta.,3
Sinto calafrios só de pensar nisso.,3
Estou com medo do escuro.,3
Isso me deixa apavorado.,3
Estou com medo do escuro.,3
Essa situação me assusta.,3
Tenho receio do que vai acontecer.,3
Tenho receio do que vai acontecer.,3
Isso me deixa apavorado.,3
Essa situação me assusta.,3
Sinto calafrios só de pensar nisso.,3
Estou com medo do escuro.,3
Isso me deixa apavorado.,3
Estou com medo do escuro.,3
Sinto calafrios só de pensar nisso.,3
Estou com medo do escuro.,3
Isso me deixa apavorado.,3
Estou com medo do escuro.,3
Sinto calafrios só de pensar nisso.,3
Tenho receio do que vai acontecer.,3
Essa situação me assusta.,3
Isso me deixa apavorado.,3
Sinto calafrios só de pensar nisso.,3
Isso me deixa apavorado.,3
Tenho receio do que vai acontecer.,3
Essa situação me assusta.,3
Tenho receio do que vai acontecer.,3
Estou com medo do escuro.,3
Essa situação me assusta.,3
Estou com medo do escuro.,3
Sinto calafrios só de pensar nisso.,3
Tenho receio do que vai acontecer.,3
Essa situação me assusta.,3
Tenho receio do que vai acontecer.,3
Tenho receio do que vai acontecer.,3
Tenho receio do que vai acontecer.,3
Estou com medo do escuro.,3
Estou com medo do escuro.,3
Isso me deixa apavorado.,3
Estou com medo do escuro.,3
Estou com medo do escuro.,3
Tenho receio do que vai acontecer.,3
Sinto calafrios só de pensar nisso.,3
Isso me deixa apavorado.,3
Estou com medo do escuro.,3
Isso me deixa apavorado.,3
Tenho receio do que vai acontecer.,3
Essa situação me assusta.,3
Tenho receio do que vai acontecer.,3
Isso me deixa apavorado.,3
Tenho receio do que vai acontecer.,3
Estou com medo do escuro.,3
Sinto calafrios só de pensar nisso.,3
Sinto calafrios só de pensar nisso.,3
Tenho receio do que vai acontecer.,3
Sinto calafrios só de pensar nisso.,3
Essa situação me assusta.,3
Tenho receio do que vai acontecer.,3
Isso me deixa apavorado.,3
Essa situação me assusta.,3
Sinto calafrios só de pensar nisso.,3
Estou com medo do escuro.,3
Tenho receio do que vai acontecer.,3
Isso me deixa apavorado.,3
Essa situação me assusta.,3
Sinto calafrios só de pensar nisso.,3
Essa situação me assusta.,3
Isso me deixa apavorado.,3
Isso me deixa apavorado.,3
Essa situação me assusta.,3
Sinto calafrios só de pensar nisso.,3
Essa situação me assusta.,3
Sinto calafrios só de pensar nisso.,3
Isso me deixa apavorado.,3
Tenho receio do que vai acontecer.,3
Isso me deixa apavorado.,3
Tenho receio do que vai acontecer.,3
Isso me deixa apavorado.,3
Estou com medo do escuro.,3
Essa situação me assusta.,3
Essa situação me assusta.,3
Isso me deixa apavorado.,3
Isso me deixa apavorado.,3
Tenho receio do que vai acontecer.,3
Isso me deixa apavorado.,3
Essa situação me assusta.,3
Sinto calafrios só de pensar nisso.,3
Tenho receio do que vai acontecer.,3
Isso me deixa apavorado.,3
Estou com medo do escuro.,3
Essa situação me assusta.,3
Tenho receio do que vai acontecer.,3
Tenho receio do que vai acontecer.,3
Estou com medo do escuro.,3
Essa situação me assusta.,3
Isso me deixa apavorado.,3
Sinto calafrios só de pensar nisso.,3
Sinto calafrios só de pensar nisso.,3
Tenho receio do que vai acontecer.,3
Tenho receio do que vai acontecer.,3
Sinto calafrios só de pensar nisso.,3
Sinto calafrios só de pensar nisso.,3
Tenho receio do que vai acontecer.,3
Sinto calafrios só de pensar nisso.,3
Tenho receio do que vai acontecer.,3
Tenho receio do que vai acontecer.,3
Isso me deixa apavorado.,3
Essa situação me assusta.,3
Isso me deixa apavorado.,3
Sinto calafrios só de pensar nisso.,3
Estou com medo do escuro.,3
Isso me deixa apavorado.,3
Isso me deixa apavorado.,3
Sinto calafrios só de pensar nisso.,3
Essa situação me assusta.,3
Tenho receio do que vai acontecer.,3
Isso me deixa apavorado.,3
Sinto calafrios só de pensar nisso.,3
Isso me deixa apavorado.,3
Essa situação me assusta.,3
Estou com medo do escuro.,3
Isso me deixa apavorado.,3
Essa situação me assusta.,3
Tenho receio do que vai acontecer.,3
Estou com medo do escuro.,3
Tenho receio do que vai acontecer.,3
Sinto calafrios só de pensar nisso.,3
Sinto calafrios só de pensar nisso.,3
Estou com medo do escuro.,3
Essa situação me assusta.,3
Essa situação me assusta.,3
Isso me deixa apavorado.,3
Essa situação me assusta.,3
Essa situação me assusta.,3
Isso me deixa apavorado.,3
Sinto calafrios só de pensar nisso.,3
Tenho receio do que vai acontecer.,3
Sinto calafrios só de pensar nisso.,3
Essa situação me assusta.,3
Tenho receio do que vai acontecer.,3
Essa situação me assusta.,3
Essa situação me assusta.,3
Tenho receio do que vai acontecer.,3
Sinto calafrios só de pensar nisso.,3
Essa situação me assusta.,3
Sinto calafrios só de pensar nisso.,3
Sinto calafrios só de pensar nisso.,3
Isso me deixa apavorado.,3
Isso me deixa apavorado.,3
Essa situação me assusta.,3
Estou com medo do escuro.,3
Sinto calafrios só de pensar nisso.,3
Estou com medo do escuro.,3
Sinto calafrios só de pensar nisso.,3
Estou com medo do escuro.,3
Tenho receio do que vai acontecer.,3
Isso me deixa apavorado.,3
Tenho receio do que vai acontecer.,3
Isso me deixa apavorado.,3
Tenho receio do que vai acontecer.,3
Sinto calafrios só de pensar nisso.,3
Isso me deixa apavorado.,3
Tenho receio do que vai acontecer.,3
Sinto calafrios só de pensar nisso.,3
Estou com medo do escuro.,3
Sinto calafrios só de pensar nisso.,3
Essa situação me assusta.,3
Isso me deixa apavorado.,3
Sinto calafrios só de pensar nisso.,3
Isso me deixa apavorado.,3
Tenho receio do que vai acontecer.,3
Tenho receio do que vai acontecer.,3
Essa situação me assusta.,3
Sinto calafrios só de pensar nisso.,3
Tenho receio do que vai acontecer.,3
Estou com medo do escuro.,3
Estou com medo do escuro.,3
Estou com medo do escuro.,3
Tenho receio do que vai acontecer.,3
Sinto calafrios só de pensar nisso.,3
Essa situação me assusta.,3
Isso me deixa apavorado.,3
Isso me deixa apavorado.,3
Isso me deixa apavorado.,3
Estou com medo do escuro.,3
Tenho receio do que vai acontecer.,3
Isso me deixa apavorado.,3
Sinto calafrios só de pensar nisso.,3
Sinto calafrios só de pensar nisso.,3
Sinto calafrios só de pensar nisso.,3
Tenho receio do que vai acontecer.,3
Sinto calafrios só de pensar nisso.,3
Essa situação me assusta.,3
Estou com medo do escuro.,3
Essa situação me assusta.,3
Sinto calafrios só de pensar nisso.,3
Tenho receio do que vai acontecer.,3
Tenho receio do que vai acontecer.,3
Essa situação me assusta.,3
Isso me deixa apavorado.,3
Sinto calafrios só de pensar nisso.,3
Sinto calafrios só de pensar nisso.,3
Essa situação me assusta.,3
Isso me deixa apavorado.,3
Essa situação me assusta.,3
Sinto calafrios só de pensar nisso.,3
Sinto calafrios só de pensar nisso.,3
Essa situação me assusta.,3
Isso me deixa apavorado.,3
Sinto calafrios só de pensar nisso.,3
Essa situação me assusta.,3
Tenho receio do que vai acontecer.,3
Isso me deixa apavorado.,3
Sinto calafrios só de pensar nisso.,3
Tenho receio do que vai acontecer.,3
Isso me deixa apavorado.,3
Tenho receio do que vai acontecer.,3
Essa situação me assusta.,3
Essa situação me assusta.,3
Estou com medo do escuro.,3
Isso me deixa apavorado.,3
Tenho receio do que vai acontecer.,3
Estou com medo do escuro.,3
Isso me deixa apavorado.,3
Isso me deixa apavorado.,3
Isso me deixa apavorado.,3
Estou com medo do escuro.,3
Estou com medo do escuro.,3
Tenho receio do que vai acontecer.,3
Isso me deixa apavorado.,3
Sinto calafrios só de pensar nisso.,3
Tenho receio do que vai acontecer.,3
Estou com medo do escuro.,3
Essa situação me assusta.,3
Estou com medo do escuro.,3
Essa situação me assusta.,3
Estou com medo do escuro.,3
Estou com medo do escuro.,3
Sinto calafrios só de pensar nisso.,3
Estou com medo do escuro.,3
Estou com medo do escuro.,3
Tenho receio do que vai acontecer.,3
Isso me deixa apavorado.,3
Estou com medo do escuro.,3
Estou com medo do escuro.,3
Tenho receio do que vai acontecer.,3
Essa situação me assusta.,3
Sinto calafrios só de pensar nisso.,3
Isso me deixa apavorado.,3
Isso me deixa apavorado.,3
Sinto calafrios só de pensar nisso.,3
Isso me deixa apavorado.,3
Isso me deixa apavorado.,3
Sinto calafrios só de pensar nisso.,3
Estou com medo do escuro.,3
Sinto calafrios só de pensar nisso.,3
Estou com medo do escuro.,3
Tenho receio do que vai acontecer.,3
Sinto calafrios só de pensar nisso.,3
Sinto calafrios só de pensar nisso.,3
Isso me deixa apavorado.,3
Sinto calafrios só de pensar nisso.,3
Essa situação me assusta.,3
Sinto calafrios só de pensar nisso.,3
Essa situação me assusta.,3
Sinto calafrios só de pensar nisso.,3
Estou com medo do escuro.,3
Essa situação me assusta.,3
Estou com medo do escuro.,3
Sinto calafrios só de pensar nisso.,3
Tenho receio do que vai acontecer.,3
Estou com medo do escuro.,3
Isso me deixa apavorado.,3
Tenho receio do que vai acontecer.,3
Tenho receio do que vai acontecer.,3
Estou com medo do escuro.,3
Tenho receio do que vai acontecer.,3
Essa situação me assusta.,3
Isso me deixa apavorado.,3
Essa situação me assusta.,3
Estou com medo do escuro.,3
Isso me deixa apavorado.,3
Essa situação me assusta.,3
Essa situação me assusta.,3
Estou com medo do escuro.,3
Isso me deixa apavorado.,3
Isso me deixa apavorado.,3
Tenho receio do que vai acontecer.,3
Isso me deixa apavorado.,3
Tenho receio do que vai acontecer.,3
Sinto calafrios só de pensar nisso.,3
Isso me deixa apavorado.,3
Sinto calafrios só de pensar nisso.,3
Sinto calafrios só de pensar nisso.,3
Tenho receio do que vai acontecer.,3
Isso me deixa apavorado.,3
Tenho receio do que vai acontecer.,3
Isso me deixa apavorado.,3
Essa situação me assusta.,3
Estou com medo do escuro.,3
Sinto calafrios só de pensar nisso.,3
Essa situação me assusta.,3
Estou com medo do escuro.,3
Essa situação me assusta.,3
Isso me deixa apavorado.,3
Essa situação me assusta.,3
Estou com medo do escuro.,3
Estou com medo do escuro.,3
Isso me deixa apavorado.,3
Sinto calafrios só de pensar nisso.,3
Sinto calafrios só de pensar nisso.,3
Estou com medo do escuro.,3
Essa situação me assusta.,3
Essa situação me assusta.,3
Sinto calafrios só de pensar nisso.,3
Tenho receio do que vai acontecer.,3
Estou com medo do escuro.,3
Tenho receio do que vai acontecer.,3
Sinto calafrios só de pensar nisso.,3
Tenho receio do que vai acontecer.,3
Sinto calafrios só de pensar nisso.,3
Isso me deixa apavorado.,3
Isso me deixa apavorado.,3
Sinto calafrios só de pensar nisso.,3
Estou com medo do escuro.,3
Essa situação me assusta.,3
Essa situação me assusta.,3
Tenho receio do que vai acontecer.,3
Tenho receio do que vai acontecer.,3
Sinto calafrios só de pensar nisso.,3
Sinto calafrios só de pensar nisso.,3
Tenho receio do que vai acontecer.,3
Isso me deixa apavorado.,3
Isso me deixa apavorado.,3
Essa situação me assusta.,3
Sinto calafrios só de pensar nisso.,3
Isso me deixa apavorado.,3
Tenho receio do que vai acontecer.,3
Sinto calafrios só de pensar nisso.,3
Tenho receio do que vai acontecer.,3
Essa situação me assusta.,3
Tenho receio do que vai acontecer.,3
Tenho receio do que vai acontecer.,3
Isso me deixa apavorado.,3
Sinto calafrios só de pensar nisso.,3
Essa situação me assusta.,3
Tenho receio do que vai acontecer.,3
Tenho receio do que vai acontecer.,3
Estou com medo do escuro.,3
Isso me deixa apavorado.,3
Sinto calafrios só de pensar nisso.,3
Tenho receio do que vai acontecer.,3
Tenho receio do que vai acontecer.,3
Essa situação me assusta.,3
Tenho receio do que vai acontecer.,3
Sinto calafrios só de pensar nisso.,3
Sinto calafrios só de pensar nisso.,3
Isso me deixa apavorado.,3
Estou com medo do escuro.,3
Essa situação me assusta.,3
Essa situação me assusta.,3
Estou com medo do escuro.,3
Essa situação me assusta.,3
Estou com medo do escuro.,3
Isso me deixa apavorado.,3
Estou com medo do escuro.,3
Essa situação me assusta.,3
Essa situação me assusta.,3
Isso me deixa apavorado.,3
Isso me deixa apavorado.,3
Estou com medo do escuro.,3
Essa situação me assusta.,3
Tenho receio do que vai acontecer.,3
Essa situação me assusta.,3
Essa situação me assusta.,3
Tenho receio do que vai acontecer.,3
Tenho receio do que vai acontecer.,3
Tenho receio do que vai acontecer.,3
Essa situação me assusta.,3
Tenho receio do que vai acontecer.,3
Estou com medo do escuro.,3
Tenho receio do que vai acontecer.,3
Tenho receio do que vai acontecer.,3
Tenho receio do que vai acontecer.,3
Isso me deixa apavorado.,3
Isso me deixa apavorado.,3
Tenho receio do que vai acontecer.,3
Estou com medo do escuro.,3
Tenho receio do que vai acontecer.,3
Estou com medo do escuro.,3
Essa situação me assusta.,3
Tenho receio do que vai acontecer.,3
Essa situação me assusta.,3
Sinto calafrios só de pensar nisso.,3
Isso me deixa apavorado.,3
Essa situação me assusta.,3
Sinto calafrios só de pensar nisso.,3
Essa situação me assusta.,3
Sinto calafrios só de pensar nisso.,3
Estou com medo do escuro.,3
Sinto calafrios só de pensar nisso.,3
Tenho receio do que vai acontecer.,3
Tenho receio do que vai acontecer.,3
Sinto calafrios só de pensar nisso.,3
Estou com medo do escuro.,3
Tenho receio do que vai acontecer.,3
Sinto calafrios só de pensar nisso.,3
Sinto calafrios só de pensar nisso.,3
Tenho receio do que vai acontecer.,3
Tenho receio do que vai acontecer.,3
Estou com medo do escuro.,3
Essa situação me assusta.,3
Sinto calafrios só de pensar nisso.,3
Essa situação me assusta.,3
Essa situação me assusta.,3
Estou com medo do escuro.,3
Essa situação me assusta.,3
Isso me deixa apavorado.,3
Essa situação me assusta.,3
Sinto calafrios só de pensar nisso.,3
Sinto calafrios só de pensar nisso.,3
Tenho receio do que vai acontecer.,3
Isso me deixa apavorado.,3
Essa situação me assusta.,3
Sinto calafrios só de pensar nisso.,3
Tenho receio do que vai acontecer.,3
Tenho receio do que vai acontecer.,3
Tenho receio do que vai acontecer.,3
Sinto calafrios só de pensar nisso.,3
Sinto calafrios só de pensar nisso.,3
Estou com medo do escuro.,3
Essa situação me assusta.,3
Essa situação me assusta.,3
Tenho receio do que vai acontecer.,3
Sinto calafrios só de pensar nisso.,3
Tenho receio do que vai acontecer.,3
Estou com medo do escuro.,3
Sinto calafrios só de pensar nisso.,3
Isso me deixa apavorado.,3
Estou com medo do escuro.,3
Estou com medo do escuro.,3
Tenho receio do que vai acontecer.,3
Tenho receio do que vai acontecer.,3
Sinto calafrios só de pensar nisso.,3
Sinto calafrios só de pensar nisso.,3
Sinto calafrios só de pensar nisso.,3
Estou com medo do escuro.,3
Tenho receio do que vai acontecer.,3
Essa situação me assusta.,3
Isso me deixa apavorado.,3
Isso me deixa apavorado.,3
Isso me deixa apavorado.,3
Estou com medo do escuro.,3
Sinto calafrios só de pensar nisso.,3
Essa situação me assusta.,3
Essa situação me assusta.,3
Essa situação me assusta.,3
Sinto calafrios só de pensar nisso.,3
Tenho receio do que vai acontecer.,3
Sinto calafrios só de pensar nisso.,3
Sinto calafrios só de pensar nisso.,3
Sinto calafrios só de pensar nisso.,3
Isso me deixa apavorado.,3
Tenho receio do que vai acontecer.,3
Tenho receio do que vai acontecer.,3
Tenho receio do que vai acontecer.,3
Essa situação me assusta.,3
Tenho receio do que vai acontecer.,3
Tenho receio do que vai acontecer.,3
Estou com medo do escuro.,3
Estou com medo do escuro.,3
Sinto calafrios só de pensar nisso.,3
Essa situação me assusta.,3
Essa situação me assusta.,3
Sinto calafrios só de pensar nisso.,3
Isso me deixa apavorado.,3
Tenho receio do que vai acontecer.,3
Isso me deixa apavorado.,3
Sinto calafrios só de pensar nisso.,3
Essa situação me assusta.,3
Isso me deixa apavorado.,3
Essa situação me assusta.,3
Sinto calafrios só de pensar nisso.,3
Sinto calafrios só de pensar nisso.,3
Isso me deixa apavorado.,3
Tenho receio do que vai acontecer.,3
Sinto calafrios só de pensar nisso.,3
Estou com medo do escuro.,3
Estou com medo do escuro.,3
Estou com medo do escuro.,3
Não acredito que isso aconteceu!,4
"Uau, não esperava por isso!",4
Que surpresa incrível!,4
Que surpresa incrível!,4
"Uau, não esperava por isso!",4
Que surpresa incrível!,4
Não acredito que isso aconteceu!,4
Que surpresa incrível!,4
Isso foi totalmente inesperado.,4
Isso foi totalmente inesperado.,4
Isso foi totalmente inesperado.,4
Estou chocado com a notícia.,4
Que surpresa incrível!,4
Não acredito que isso aconteceu!,4
Não acredito que isso aconteceu!,4
Não acredito que isso aconteceu!,4
Que surpresa incrível!,4
Estou chocado com a notícia.,4
Não acredito que isso aconteceu!,4
Não acredito que isso aconteceu!,4
Estou chocado com a notícia.,4
Que surpresa incrível!,4
Isso foi totalmente inesperado.,4
Que surpresa incrível!,4
Estou chocado com a notícia.,4
Estou chocado com a notícia.,4
"Uau, não esperava por isso!",4
"Uau, não esperava por isso!",4
"Uau, não esperava por isso!",4
"Uau, não esperava por isso!",4
Isso foi totalmente inesperado.,4
"Uau, não esperava por isso!",4
Não acredito que isso aconteceu!,4
Que surpresa incrível!,4
Que surpresa incrível!,4
Estou chocado com a notícia.,4
Que surpresa incrível!,4
Não acredito que isso aconteceu!,4
"Uau, não esperava por isso!",4
"Uau, não esperava por isso!",4
Isso foi totalmente inesperado.,4
Que surpresa incrível!,4
Não acredito que isso aconteceu!,4
"Uau, não esperava por isso!",4
Que surpresa incrível!,4
Isso foi totalmente inesperado.,4
"Uau, não esperava por isso!",4
"Uau, não esperava por isso!",4
Não acredito que isso aconteceu!,4
Isso foi totalmente inesperado.,4
Isso foi totalmente inesperado.,4
Isso foi totalmente inesperado.,4
"Uau, não esperava por isso!",4
Isso foi totalmente inesperado.,4
Isso foi totalmente inesperado.,4
"Uau, não esperava por isso!",4
Isso foi totalmente inesperado.,4
Isso foi totalmente inesperado.,4
Não acredito que isso aconteceu!,4
Isso foi totalmente inesperado.,4
Que surpresa incrível!,4
Estou chocado com a notícia.,4
Isso foi totalmente inesperado.,4
Estou chocado com a notícia.,4
Estou chocado com a notícia.,4
Isso foi totalmente inesperado.,4
Não acredito que isso aconteceu!,4
Não acredito que isso aconteceu!,4
Isso foi totalmente inesperado.,4
Isso foi totalmente inesperado.,4
Isso foi totalmente inesperado.,4
Não acredito que isso aconteceu!,4
Que surpresa incrível!,4
"Uau, não esperava por isso!",4
Isso foi totalmente inesperado.,4
"Uau, não esperava por isso!",4
Estou chocado com a notícia.,4
Estou chocado com a notícia.,4
"Uau, não esperava por isso!",4
"Uau, não esperava por isso!",4
Que surpresa incrível!,4
Isso foi totalmente inesperado.,4
Estou chocado com a notícia.,4
"Uau, não esperava por isso!",4
"Uau, não esperava por isso!",4
Isso foi totalmente inesperado.,4
Não acredito que isso aconteceu!,4
Estou chocado com a notícia.,4
"Uau, não esperava por isso!",4
Estou chocado com a notícia.,4
Não acredito que isso aconteceu!,4
Estou chocado com a notícia.,4
Que surpresa incrível!,4
Estou chocado com a notícia.,4
Que surpresa incrível!,4
Não acredito que isso aconteceu!,4
Estou chocado com a notícia.,4
"Uau, não esperava por isso!",4
Que surpresa incrível!,4
"Uau, não esperava por isso!",4
Isso foi totalmente inesperado.,4
Isso foi totalmente inesperado.,4
Isso foi totalmente inesperado.,4
Que surpresa incrível!,4
Isso foi totalmente inesperado.,4
Não acredito que isso aconteceu!,4
"Uau, não esperava por isso!",4
Não acredito que isso aconteceu!,4
Estou chocado com a notícia.,4
Não acredito que isso aconteceu!,4
Isso foi totalmente inesperado.,4
Que surpresa incrível!,4
Não acredito que isso aconteceu!,4
Não acredito que isso aconteceu!,4
Isso foi totalmente inesperado.,4
Isso foi totalmente inesperado.,4
"Uau, não esperava por isso!",4
Não acredito que isso aconteceu!,4
Que surpresa incrível!,4
"Uau, não esperava por isso!",4
Isso foi totalmente inesperado.,4
Isso foi totalmente inesperado.,4
Isso foi totalmente inesperado.,4
"Uau, não esperava por isso!",4
Não acredito que isso aconteceu!,4
Não acredito que isso aconteceu!,4
"Uau, não esperava por isso!",4
Estou chocado com a notícia.,4
Isso foi totalmente inesperado.,4
Isso foi totalmente inesperado.,4
Isso foi totalmente inesperado.,4
Não acredito que isso aconteceu!,4
Isso foi totalmente inesperado.,4
"Uau, não esperava por isso!",4
Estou chocado com a notícia.,4
Que surpresa incrível!,4
"Uau, não esperava por isso!",4
Isso foi totalmente inesperado.,4
Estou chocado com a notícia.,4
Não acredito que isso aconteceu!,4
Estou chocado com a notícia.,4
"Uau, não esperava por isso!",4
Estou chocado com a notícia.,4
"Uau, não esperava por isso!",4
Isso foi totalmente inesperado.,4
"Uau, não esperava por isso!",4
"Uau, não esperava por isso!",4
Não acredito que isso aconteceu!,4
"Uau, não esperava por isso!",4
Isso foi totalmente inesperado.,4
Estou chocado com a notícia.,4
Que surpresa incrível!,4
"Uau, não esperava por isso!",4
Estou chocado com a notícia.,4
Estou chocado com a notícia.,4
Não acredito que isso aconteceu!,4
Não acredito que isso aconteceu!,4
Que surpresa incrível!,4
"Uau, não esperava por isso!",4
Que surpresa incrível!,4
Isso foi totalmente inesperado.,4
Isso foi totalmente inesperado.,4
Estou chocado com a notícia.,4
Não acredito que isso aconteceu!,4
Estou chocado com a notícia.,4
Estou chocado com a notícia.,4
"Uau, não esperava por isso!",4
"Uau, não esperava por isso!",4
Estou chocado com a notícia.,4
Isso foi totalmente inesperado.,4
Isso foi totalmente inesperado.,4
Estou chocado com a notícia.,4
"Uau, não esperava por isso!",4
Isso foi totalmente inesperado.,4
"Uau, não esperava por isso!",4
Estou chocado com a notícia.,4
Que surpresa incrível!,4
Que surpresa incrível!,4
Estou chocado com a notícia.,4
Estou chocado com a notícia.,4
Que surpresa incrível!,4
Isso foi totalmente inesperado.,4
"Uau, não esperava por isso!",4
Estou chocado com a notícia.,4
"Uau, não esperava por isso!",4
Isso foi totalmente inesperado.,4
Que surpresa incrível!,4
"Uau, não esperava por isso!",4
Estou chocado com a notícia.,4
"Uau, não esperava por isso!",4
Não acredito que isso aconteceu!,4
Que surpresa incrível!,4
Não acredito que isso aconteceu!,4
"Uau, não esperava por isso!",4
Estou chocado com a notícia.,4
Que surpresa incrível!,4
"Uau, não esperava por isso!",4
Estou chocado com a notícia.,4
Não acredito que isso aconteceu!,4
Isso foi totalmente inesperado.,4
Isso foi totalmente inesperado.,4
"Uau, não esperava por isso!",4
"Uau, não esperava por isso!",4
Isso foi totalmente inesperado.,4
"Uau, não esperava por isso!",4
Estou chocado com a notícia.,4
Que surpresa incrível!,4
"Uau, não esperava por isso!",4
Que surpresa incrível!,4
Estou chocado com a notícia.,4
"Uau, não esperava por isso!",4
Não acredito que isso aconteceu!,4
Isso foi totalmente inesperado.,4
Que surpresa incrível!,4
Estou chocado com a notícia.,4
Isso foi totalmente inesperado.,4
Que surpresa incrível!,4
Não acredito que isso aconteceu!,4
Que surpresa incrível!,4
Estou chocado com a notícia.,4
Estou chocado com a notícia.,4
Estou chocado com a notícia.,4
"Uau, não esperava por isso!",4
Estou chocado com a notícia.,4
"Uau, não esperava por isso!",4
Isso foi totalmente inesperado.,4
Isso foi totalmente inesperado.,4
Que surpresa incrível!,4
"Uau, não esperava por isso!",4
Isso foi totalmente inesperado.,4
Não acredito que isso aconteceu!,4
Estou chocado com a notícia.,4
Não acredito que isso aconteceu!,4
Estou chocado com a notícia.,4
Não acredito que isso aconteceu!,4
Que surpresa incrível!,4
Não acredito que isso aconteceu!,4
Que surpresa incrível!,4
Estou chocado com a notícia.,4
Estou chocado com a notícia.,4
Que surpresa incrível!,4
Estou chocado com a notícia.,4
Isso foi totalmente inesperado.,4
Estou chocado com a notícia.,4
Não acredito que isso aconteceu!,4
Que surpresa incrível!,4
"Uau, não esperava por isso!",4
Que surpresa incrível!,4
Que surpresa incrível!,4
Isso foi totalmente inesperado.,4
"Uau, não esperava por isso!",4
Isso foi totalmente inesperado.,4
"Uau, não esperava por isso!",4
Estou chocado com a notícia.,4
"Uau, não esperava por isso!",4
Não acredito que isso aconteceu!,4
Não acredito que isso aconteceu!,4
Não acredito que isso aconteceu!,4
Não acredito que isso aconteceu!,4
"Uau, não esperava por isso!",4
Não acredito que isso aconteceu!,4
Que surpresa incrível!,4
Isso foi totalmente inesperado.,4
Estou chocado com a notícia.,4
Isso foi totalmente inesperado.,4
Não acredito que isso aconteceu!,4
Isso foi totalmente inesperado.,4
Isso foi totalmente inesperado.,4
"Uau, não esperava por isso!",4
Estou chocado com a notícia.,4
Não acredito que isso aconteceu!,4
"Uau, não esperava por isso!",4
Isso foi totalmente inesperado.,4
"Uau, não esperava por isso!",4
"Uau, não esperava por isso!",4
Isso foi totalmente inesperado.,4
Isso foi totalmente inesperado.,4
Isso foi totalmente inesperado.,4
Que surpresa incrível!,4
Que surpresa incrível!,4
Não acredito que isso aconteceu!,4
"Uau, não esperava por isso!",4
"Uau, não esperava por isso!",4
Isso foi totalmente inesperado.,4
Não acredito que isso aconteceu!,4
Isso foi totalmente inesperado.,4
Não acredito que isso aconteceu!,4
Estou chocado com a notícia.,4
Estou chocado com a notícia.,4
"Uau, não esperava por isso!",4
Estou chocado com a notícia.,4
Que surpresa incrível!,4
"Uau, não esperava por isso!",4
"Uau, não esperava por isso!",4
Isso foi totalmente inesperado.,4
"Uau, não esperava por isso!",4
"Uau, não esperava por isso!",4
Isso foi totalmente inesperado.,4
"Uau, não esperava por isso!",4
"Uau, não esperava por isso!",4
Isso foi totalmente inesperado.,4
Isso foi totalmente inesperado.,4
"Uau, não esperava por isso!",4
Isso foi totalmente inesperado.,4
Estou chocado com a notícia.,4
Não acredito que isso aconteceu!,4
Estou chocado com a notícia.,4
Estou chocado com a notícia.,4
Não acredito que isso aconteceu!,4
Estou chocado com a notícia.,4
Isso foi totalmente inesperado.,4
Não acredito que isso aconteceu!,4
Estou chocado com a notícia.,4
"Uau, não esperava por isso!",4
